customer_id,age,gender,location,registration_date,customer_segment,total_orders,total_spent,avg_order_value,last_purchase_date,churn_risk
C000309,69,Male,Texas,2024-12-01,Regular,1,222.98,222.98,2025-05-05,High
C000310,51,Male,Ohio,2024-12-23,Premium,1,439.1,439.1,2025-06-11,High
C000311,28,Female,California,2024-08-01,Occasional,3,742.39,247.46,2024-08-10,High
C000312,29,Female,Texas,2023-05-02,Occasional,7,1907.37,272.48,2023-07-08,Low
C000313,44,Female,Illinois,2023-11-23,Regular,3,1464.98,488.33,2024-07-23,High
C000314,65,Female,Texas,2024-10-14,Premium,1,274.04,274.04,2024-12-28,Low
C000315,29,Male,Michigan,2023-05-15,Occasional,5,448.51,89.7,2025-06-17,Medium
C000316,54,Male,Michigan,2024-09-12,Premium,2,268.37,134.18,2025-01-21,Low
C000317,19,Female,California,2024-12-04,Occasional,3,732.05,244.02,2025-05-02,Medium
C000318,50,Female,Pennsylvania,2023-05-18,Premium,4,616.39,154.1,2025-05-29,Medium
C000319,48,Male,Texas,2024-05-18,Premium,5,1496.4,299.28,2024-10-27,Low
C000320,44,Male,Illinois,2023-02-03,Regular,3,728.48,242.83,2024-05-07,Low
C000321,30,Male,California,2024-11-18,Premium,6,1344.87,224.14,2025-07-03,Medium
C000322,49,Female,Georgia,2024-09-23,Premium,1,192.82,192.82,2025-04-07,Medium
C000323,67,Male,Michigan,2024-02-19,Occasional,4,336.48,84.12,2025-01-22,Medium
C000324,43,Male,North Carolina,2023-11-17,Premium,0,0.0,0.0,,Medium
C000325,70,Male,Florida,2024-04-12,Occasional,3,124.26,41.42,2025-03-18,High
C000326,65,Male,North Carolina,2024-02-10,Regular,3,379.9,126.63,2024-12-08,High
C000327,21,Male,Illinois,2024-10-07,Regular,2,825.37,412.69,2024-11-06,Medium
C000328,67,Female,Georgia,2023-11-08,Premium,7,1465.2,209.31,2023-11-24,Medium
C000329,57,Male,North Carolina,2023-10-29,Premium,6,1837.66,306.28,2024-07-17,Medium
C000330,46,Male,North Carolina,2024-10-23,Premium,4,1200.09,300.02,2025-02-03,Low
C000331,62,Male,Ohio,2024-08-22,Regular,2,437.83,218.92,2025-02-28,Medium
C000332,19,Male,Georgia,2024-04-06,Occasional,4,1895.02,473.75,2025-04-08,High
C000333,47,Male,Illinois,2023-07-26,Regular,2,424.94,212.47,2024-02-18,High
C000334,63,Male,California,2024-10-26,Premium,1,35.97,35.97,2025-05-01,Low
C000335,46,Female,California,2024-12-24,Occasional,1,855.7,855.7,2025-08-08,High
C000336,64,Male,Ohio,2024-01-29,Occasional,3,798.45,266.15,2024-11-01,Medium
C000337,67,Male,Pennsylvania,2023-02-14,Occasional,6,1370.6,228.43,2025-07-30,High
C000338,28,Male,Texas,2023-06-03,Occasional,2,108.89,54.44,2023-10-13,Low
C000339,37,Female,Georgia,2024-03-05,Regular,3,1168.68,389.56,2025-03-19,High
C000340,25,Male,Florida,2023-07-05,Premium,10,2179.66,217.97,2025-08-19,High
C000341,18,Female,Georgia,2023-09-17,Regular,5,2441.04,488.21,2024-08-16,High
C000342,56,Female,Florida,2023-01-06,Premium,4,677.05,169.26,2024-11-04,High
C000343,48,Female,Ohio,2024-11-06,Regular,3,1071.27,357.09,2025-06-09,Low
C000344,56,Male,Florida,2024-09-07,Occasional,4,1012.38,253.1,2025-04-11,Medium
C000345,58,Male,New York,2024-09-26,Premium,0,0.0,0.0,,Low
C000346,59,Female,New York,2023-02-26,Premium,6,1662.17,277.03,2024-03-11,Low
C000347,54,Female,Pennsylvania,2024-11-14,Premium,1,175.35,175.35,2025-02-12,Low
C000348,44,Male,Texas,2023-04-22,Occasional,8,4040.51,505.06,2025-08-22,Medium
C000349,60,Male,Georgia,2024-09-17,Occasional,5,466.85,93.37,2025-01-09,High
C000350,20,Male,Illinois,2024-01-04,Regular,5,989.89,197.98,2024-11-02,Medium
C000351,70,Male,Ohio,2024-01-24,Occasional,1,22.67,22.67,2024-02-14,Low
C000352,48,Male,California,2023-10-27,Occasional,4,1444.93,361.23,2024-11-17,Medium
C000353,51,Female,North Carolina,2023-12-04,Premium,5,1643.09,328.62,2025-05-24,High
C000354,57,Male,California,2023-08-03,Occasional,4,534.52,133.63,2025-01-09,High
C000355,51,Male,Georgia,2024-10-06,Occasional,1,23.26,23.26,2025-02-23,High
C000356,68,Female,Ohio,2024-09-11,Occasional,1,75.22,75.22,2025-06-14,Medium
C000357,51,Female,Texas,2023-09-23,Occasional,3,179.73,59.91,2024-05-22,High
C000358,51,Female,Georgia,2024-05-23,Premium,1,543.33,543.33,2025-07-31,High
C000359,63,Female,Florida,2023-08-27,Premium,3,404.77,134.92,2023-12-20,Low
C000360,47,Male,Florida,2023-01-25,Occasional,6,912.83,152.14,2023-04-13,Medium
C000361,20,Female,Pennsylvania,2024-02-28,Occasional,2,509.11,254.56,2024-08-20,High
C000362,18,Male,Illinois,2023-08-06,Regular,5,325.26,65.05,2024-04-09,Low
C000363,37,Female,New York,2023-11-12,Premium,2,332.14,166.07,2025-01-25,High
C000364,39,Female,Michigan,2023-12-08,Occasional,4,1264.87,316.22,2024-09-18,Low
C000365,30,Female,Pennsylvania,2023-06-29,Occasional,3,730.73,243.58,2024-10-06,Medium
C000366,69,Male,Texas,2024-04-30,Regular,3,845.08,281.69,2024-05-25,Low
C000367,47,Female,Georgia,2024-10-04,Regular,4,623.96,155.99,2024-11-18,High
C000368,51,Female,Michigan,2023-02-27,Occasional,4,935.1,233.78,2023-06-10,High
C000369,53,Male,Florida,2023-11-20,Occasional,4,603.73,150.93,2024-11-17,High
C000370,69,Female,California,2023-12-06,Premium,4,1283.07,320.77,2024-06-22,Medium
C000371,39,Female,North Carolina,2023-02-01,Premium,5,2129.54,425.91,2023-12-21,High
C000372,42,Male,Michigan,2024-09-12,Premium,1,327.89,327.89,2025-07-25,Medium
C000373,38,Male,Illinois,2024-12-23,Regular,1,77.66,77.66,2025-01-20,Low
C000374,33,Female,Georgia,2024-05-23,Regular,2,968.43,484.22,2024-08-05,Low
C000375,37,Male,California,2024-06-21,Regular,6,1702.91,283.82,2024-12-11,Low
C000376,23,Female,North Carolina,2023-07-26,Premium,8,1786.79,223.35,2024-02-02,Medium
C000377,27,Male,Pennsylvania,2024-05-27,Regular,1,324.74,324.74,2025-04-06,High
C000378,37,Female,Texas,2024-06-20,Premium,4,344.6,86.15,2024-11-11,High
C000379,26,Male,New York,2024-11-23,Regular,3,1201.48,400.49,2024-11-30,Medium
C000380,51,Male,New York,2024-12-31,Regular,2,127.33,63.67,2025-05-20,Low
C000381,56,Male,Pennsylvania,2024-12-04,Regular,1,349.92,349.92,2025-05-15,Low
C000382,51,Female,New York,2023-04-16,Occasional,4,1830.17,457.54,2025-07-30,Medium
C000383,31,Female,Florida,2024-10-16,Premium,2,1164.57,582.29,2025-08-01,Medium
C000384,52,Female,Georgia,2023-10-11,Occasional,2,354.01,177.0,2023-11-30,Low
C000385,27,Male,Illinois,2023-10-07,Premium,3,489.73,163.24,2024-10-01,Low
C000386,53,Male,Florida,2024-09-29,Occasional,2,59.4,29.7,2024-12-05,Medium
C000387,38,Female,Texas,2024-07-16,Occasional,5,208.68,41.74,2025-04-02,Medium
C000388,33,Male,California,2024-08-10,Regular,2,124.13,62.07,2025-01-01,High
C000389,52,Female,New York,2023-12-13,Premium,6,3354.05,559.01,2024-10-11,Low
C000390,61,Male,California,2024-04-27,Regular,4,1069.21,267.3,2024-07-21,Low
C000391,45,Female,Texas,2023-03-30,Occasional,4,431.27,107.82,2024-06-22,High
C000392,58,Female,Michigan,2024-08-29,Regular,5,777.25,155.45,2025-02-20,Medium
C000393,70,Male,North Carolina,2023-12-07,Premium,3,254.78,84.93,2024-10-16,Medium
C000394,26,Male,Georgia,2024-08-04,Premium,3,334.18,111.39,2025-05-09,Medium
C000395,61,Female,Georgia,2023-11-14,Premium,2,905.04,452.52,2024-08-01,Low
C000396,57,Female,Pennsylvania,2023-05-28,Regular,5,1080.15,216.03,2023-08-24,Low
C000397,60,Female,Pennsylvania,2024-12-17,Regular,0,0.0,0.0,,Medium
C000398,22,Female,California,2023-01-31,Regular,5,650.32,130.06,2023-08-02,Medium
C000399,28,Female,Pennsylvania,2024-04-17,Occasional,1,163.48,163.48,2025-04-15,High
C000400,50,Male,Ohio,2023-05-11,Occasional,7,2181.2,311.6,2025-01-10,Low
C000401,53,Male,Illinois,2023-11-30,Occasional,4,617.95,154.49,2025-07-08,Medium
C000402,55,Female,Florida,2024-02-15,Occasional,5,996.95,199.39,2024-08-22,Low
C000403,28,Female,Ohio,2024-07-15,Premium,4,990.07,247.52,2025-05-23,Medium
C000404,70,Female,Ohio,2023-08-02,Occasional,3,758.04,252.68,2024-05-14,Medium
C000405,62,Male,Texas,2024-07-11,Occasional,1,36.66,36.66,2024-08-25,High
C000406,65,Female,California,2023-03-21,Occasional,6,1213.25,202.21,2024-11-27,High
C000407,38,Male,Georgia,2024-04-19,Premium,3,1165.31,388.44,2025-02-13,Medium
C000408,22,Male,Michigan,2024-02-20,Regular,2,336.62,168.31,2024-12-08,Medium
C000409,59,Male,California,2024-05-21,Premium,1,456.29,456.29,2024-10-02,Low
C000410,66,Male,Texas,2024-08-17,Occasional,1,132.64,132.64,2025-07-23,Low
C000411,52,Female,Ohio,2024-04-08,Occasional,5,441.1,88.22,2025-01-12,High
C000412,30,Male,Pennsylvania,2024-04-02,Regular,4,163.98,40.99,2024-10-02,High
C000413,37,Female,Pennsylvania,2024-11-26,Premium,2,710.55,355.28,2025-01-08,High
C000414,57,Female,Texas,2023-01-09,Regular,4,1511.53,377.88,2023-04-23,Low
C000415,53,Male,New York,2024-01-14,Occasional,3,2299.68,766.56,2025-02-06,High
C000416,25,Female,New York,2024-01-03,Premium,3,123.85,41.28,2025-02-26,Medium
C000417,55,Female,Pennsylvania,2024-12-20,Occasional,0,0.0,0.0,,Medium
C000418,42,Female,North Carolina,2024-02-20,Premium,3,1035.93,345.31,2025-02-10,High
C000419,48,Male,Florida,2023-06-27,Occasional,4,1279.11,319.78,2024-01-02,Medium
C000420,44,Male,Illinois,2024-01-04,Occasional,3,2387.9,795.97,2024-12-23,Low
C000421,18,Male,New York,2023-05-18,Premium,7,704.44,100.63,2024-04-30,High
C000422,60,Female,Texas,2024-05-13,Premium,2,1670.84,835.42,2025-05-18,Low
C000423,69,Female,Georgia,2024-10-19,Occasional,1,1163.88,1163.88,2025-03-14,High
C000424,57,Male,Georgia,2024-03-11,Occasional,3,911.34,303.78,2025-06-16,Medium
C000425,70,Female,Ohio,2024-07-19,Regular,1,607.06,607.06,2024-12-02,Low
C000426,45,Male,Michigan,2023-07-10,Regular,6,1318.28,219.71,2024-04-01,High
C000427,63,Female,Ohio,2023-08-31,Occasional,3,1698.32,566.11,2025-06-16,High
C000428,20,Male,Michigan,2024-01-11,Regular,3,548.77,182.92,2024-10-29,High
C000429,25,Female,California,2024-01-13,Premium,4,697.12,174.28,2024-04-14,High
C000430,66,Female,Georgia,2024-06-23,Occasional,1,138.22,138.22,2024-07-30,Low
C000431,57,Male,Florida,2024-06-19,Regular,1,120.54,120.54,2024-10-25,High
C000432,60,Male,North Carolina,2024-11-10,Occasional,2,3561.94,1780.97,2025-01-10,Medium
C000433,21,Female,North Carolina,2024-09-19,Premium,3,451.61,150.54,2024-11-18,Medium
C000434,50,Female,Michigan,2024-04-09,Occasional,2,511.14,255.57,2024-10-22,Medium
C000435,40,Female,Illinois,2024-03-07,Premium,3,1318.07,439.36,2024-05-30,Low
C000436,56,Female,Michigan,2024-12-12,Regular,2,1448.2,724.1,2025-06-07,Low
C000437,48,Male,Michigan,2024-10-06,Premium,0,0.0,0.0,,High
C000438,69,Male,Illinois,2023-10-26,Regular,3,581.69,193.9,2025-08-05,Low
C000439,50,Male,Illinois,2023-05-10,Regular,8,1147.0,143.37,2025-05-06,Low
C000440,35,Female,Illinois,2024-09-22,Premium,3,958.64,319.55,2025-01-02,High
C000441,56,Male,Michigan,2023-04-25,Occasional,10,5984.45,598.44,2023-10-04,Low
C000442,46,Female,Texas,2024-11-05,Regular,3,456.27,152.09,2025-04-25,High
C000443,49,Male,North Carolina,2023-08-30,Premium,2,162.62,81.31,2024-01-21,Medium
C000444,27,Male,Georgia,2023-03-28,Regular,5,1187.61,237.52,2025-01-01,Medium
C000445,60,Female,Texas,2023-09-01,Premium,5,1883.11,376.62,2024-11-28,High
C000446,21,Female,California,2023-12-20,Premium,3,1084.35,361.45,2025-03-25,Low
C000447,43,Female,Illinois,2024-04-20,Regular,2,68.74,34.37,2024-12-12,High
C000448,32,Female,Ohio,2024-06-29,Regular,2,201.53,100.76,2024-11-01,Medium
C000449,51,Female,New York,2023-05-29,Regular,8,1687.93,210.99,2025-01-06,Medium
C000450,61,Female,North Carolina,2024-01-27,Occasional,2,398.07,199.03,2025-02-03,Low
C000451,52,Female,Ohio,2023-04-10,Occasional,5,5389.52,1077.9,2024-08-09,High
C000452,39,Female,Illinois,2023-10-07,Premium,3,716.06,238.69,2024-04-07,Medium
C000453,55,Female,Georgia,2024-11-01,Occasional,2,1192.28,596.14,2025-07-22,High
C000454,64,Male,North Carolina,2023-09-05,Regular,3,188.67,62.89,2024-07-22,High
C000455,29,Female,North Carolina,2024-12-07,Premium,2,351.74,175.87,2025-04-28,High
C000456,22,Male,Ohio,2023-01-09,Premium,6,1130.07,188.35,2024-09-26,High
C000457,61,Female,Pennsylvania,2023-04-17,Premium,5,818.84,163.77,2024-06-20,High
C000458,34,Male,New York,2023-10-18,Premium,5,1036.72,207.34,2025-08-19,High
C000459,21,Male,Michigan,2023-04-05,Occasional,3,357.4,119.13,2023-06-05,Low
C000460,25,Male,Michigan,2024-12-26,Premium,2,88.51,44.26,2025-02-20,Medium
C000461,66,Male,California,2024-11-03,Occasional,1,333.68,333.68,2024-12-25,Low
C000462,36,Female,California,2023-09-17,Occasional,4,1285.9,321.48,2024-08-03,Medium
C000463,67,Female,Pennsylvania,2023-10-11,Regular,1,1704.01,1704.01,2024-06-06,Low
C000464,35,Male,Ohio,2023-03-17,Regular,3,326.14,108.71,2024-12-10,Medium
C000465,34,Female,Texas,2023-03-03,Regular,3,473.49,157.83,2024-02-26,Low
C000466,30,Female,Texas,2024-05-18,Occasional,4,1029.41,257.35,2025-04-15,Medium
C000467,27,Female,Florida,2023-04-22,Occasional,6,1004.66,167.44,2025-05-28,High
C000468,46,Female,California,2023-04-19,Premium,6,1770.11,295.02,2023-12-05,Low
C000469,54,Female,Georgia,2023-03-14,Premium,6,553.03,92.17,2024-09-29,Medium
C000470,59,Male,New York,2023-06-02,Occasional,4,1325.54,331.38,2024-10-27,Medium
C000471,27,Female,Ohio,2023-09-30,Occasional,3,366.63,122.21,2023-12-20,Low
C000472,63,Female,Georgia,2024-06-11,Regular,1,212.12,212.12,2025-02-06,Medium
C000473,52,Male,New York,2023-03-13,Regular,3,295.9,98.63,2025-04-08,High
C000474,25,Female,Pennsylvania,2024-05-08,Occasional,3,1146.84,382.28,2024-08-25,Medium
C000475,21,Male,Pennsylvania,2024-02-15,Occasional,2,716.46,358.23,2024-02-22,Medium
C000476,47,Female,Florida,2023-03-24,Premium,7,1469.33,209.9,2023-12-04,High
C000477,42,Male,Illinois,2023-02-10,Occasional,11,2950.65,268.24,2023-02-21,Medium
C000478,58,Female,Georgia,2023-04-20,Premium,9,2719.33,302.15,2024-07-13,High
C000479,65,Male,Texas,2024-03-24,Premium,7,1104.77,157.82,2025-05-02,Low
C000480,64,Male,Georgia,2023-01-26,Regular,9,2129.56,236.62,2024-10-29,Low
C000481,59,Female,Georgia,2024-07-07,Occasional,5,1395.29,279.06,2024-10-06,Medium
C000482,20,Female,New York,2023-01-17,Regular,6,658.6,109.77,2025-03-10,High
C000483,43,Male,Florida,2023-02-13,Occasional,8,2175.71,271.96,2023-03-17,High
C000484,47,Male,Michigan,2024-06-19,Premium,3,579.52,193.17,2025-07-02,Low
C000485,65,Male,Georgia,2023-02-07,Occasional,3,1101.41,367.14,2023-07-02,Low
C000486,57,Male,Florida,2024-04-27,Occasional,2,562.18,281.09,2024-10-16,High
C000487,18,Male,New York,2023-05-14,Regular,6,1589.58,264.93,2024-02-07,Low
C000488,57,Male,Michigan,2024-04-12,Premium,3,596.65,198.88,2024-11-06,Low
C000489,49,Male,California,2023-04-27,Premium,5,241.98,48.4,2023-07-25,Medium
C000490,69,Female,Pennsylvania,2023-12-12,Premium,4,1081.21,270.3,2025-08-10,High
C000491,52,Male,Pennsylvania,2024-08-12,Premium,1,177.64,177.64,2024-12-12,Low
C000492,29,Female,California,2024-08-30,Premium,1,59.19,59.19,2025-07-17,Medium
C000493,66,Female,Texas,2023-05-25,Occasional,5,506.27,101.25,2023-12-03,Medium
C000494,28,Female,Florida,2024-07-20,Occasional,4,1623.25,405.81,2025-04-20,Low
C000495,24,Female,Texas,2023-05-17,Premium,6,1753.27,292.21,2024-06-13,Medium
C000496,18,Male,Texas,2023-03-24,Premium,4,1084.41,271.1,2024-05-14,High
C000497,55,Female,Ohio,2024-10-29,Occasional,2,73.01,36.51,2025-08-09,Medium
C000498,26,Male,Texas,2024-12-09,Occasional,2,1322.29,661.14,2025-06-18,Medium
C000499,46,Female,Florida,2024-06-19,Premium,4,1372.65,343.16,2024-12-08,High
C000500,20,Male,Georgia,2024-12-09,Occasional,1,583.22,583.22,2025-02-25,Low
C000501,70,Female,Pennsylvania,2024-10-04,Regular,4,1647.22,411.8,2025-05-20,Low
C000502,33,Male,California,2024-07-25,Occasional,1,471.82,471.82,2025-03-01,Low
C000503,41,Male,Georgia,2024-09-25,Occasional,2,1134.29,567.14,2025-02-28,High
C000504,35,Male,Florida,2023-08-02,Premium,3,590.26,196.75,2023-11-27,Low
C000505,48,Female,Texas,2024-12-02,Premium,1,126.9,126.9,2025-08-13,High
C000506,21,Female,Illinois,2023-02-14,Premium,7,1978.35,282.62,2024-11-20,Medium
C000507,39,Female,New York,2023-09-15,Premium,6,1558.7,259.78,2024-12-01,High
C000508,52,Male,Texas,2023-02-23,Premium,5,307.76,61.55,2023-11-29,Medium
C000509,25,Male,Florida,2024-06-11,Occasional,1,385.75,385.75,2024-11-20,Medium
C000510,55,Female,Ohio,2024-08-29,Premium,3,1032.74,344.25,2024-10-26,High
C000511,38,Male,California,2024-11-24,Regular,0,0.0,0.0,,Low
C000512,33,Female,Florida,2023-04-11,Regular,2,142.42,71.21,2025-05-12,Low
C000513,48,Female,New York,2023-03-17,Regular,4,617.37,154.34,2024-11-24,Low
C000514,57,Female,Texas,2023-08-10,Regular,4,675.06,168.76,2025-02-21,Medium
C000515,47,Male,Pennsylvania,2023-05-20,Regular,9,2110.08,234.45,2025-06-05,Low
C000516,26,Male,Michigan,2023-12-10,Premium,4,1513.36,378.34,2024-06-22,Medium
C000517,25,Female,Georgia,2023-05-20,Regular,5,1736.24,347.25,2023-08-11,Low
C000518,32,Female,Michigan,2023-12-18,Premium,5,1048.57,209.71,2024-11-03,High
C000519,28,Male,California,2024-09-18,Regular,0,0.0,0.0,,High
C000520,31,Female,Georgia,2024-05-15,Regular,1,23.08,23.08,2025-05-22,Low
C000521,65,Male,Florida,2024-03-14,Regular,7,1291.02,184.43,2024-10-05,Medium
C000522,32,Male,Michigan,2024-08-16,Premium,1,119.12,119.12,2024-12-29,Medium
C000523,20,Female,North Carolina,2023-02-15,Premium,9,2513.7,279.3,2025-02-25,Medium
C000524,43,Female,California,2024-06-27,Regular,4,950.5,237.62,2024-07-05,Medium
C000525,23,Male,Ohio,2023-09-04,Premium,4,938.14,234.53,2024-02-23,Low
C000526,36,Male,California,2024-01-03,Premium,4,1212.07,303.02,2025-05-22,Medium
C000527,37,Male,Georgia,2024-11-16,Occasional,5,1222.85,244.57,2025-03-03,High
C000528,19,Female,Georgia,2024-08-20,Premium,3,1406.68,468.89,2025-06-11,High
C000529,29,Female,Georgia,2024-02-20,Occasional,5,764.63,152.93,2025-03-01,High
C000530,58,Male,Ohio,2023-01-02,Occasional,5,3365.3,673.06,2025-07-05,Medium
C000531,20,Female,Ohio,2024-06-27,Regular,2,595.74,297.87,2024-07-14,High
C000532,52,Male,California,2024-09-19,Occasional,2,335.0,167.5,2025-04-09,Medium
C000533,50,Female,New York,2023-02-26,Premium,8,2972.23,371.53,2025-01-22,Medium
C000534,47,Male,Pennsylvania,2024-01-10,Regular,1,1165.49,1165.49,2025-07-21,Low
C000535,53,Male,North Carolina,2024-10-25,Occasional,1,38.48,38.48,2025-07-12,Low
C000536,39,Male,North Carolina,2023-05-22,Premium,5,572.41,114.48,2025-06-08,High
C000537,65,Male,Florida,2024-05-04,Regular,3,414.95,138.32,2025-04-10,Medium
C000538,50,Female,Illinois,2023-10-01,Premium,3,449.74,149.91,2024-08-17,Low
C000539,40,Female,Georgia,2024-01-17,Occasional,1,101.67,101.67,2024-11-07,High
C000540,48,Female,Georgia,2023-05-06,Occasional,5,1640.09,328.02,2024-10-21,Medium
C000541,62,Male,Florida,2024-11-20,Regular,0,0.0,0.0,,Low
C000542,43,Male,Illinois,2023-03-24,Premium,11,2188.53,198.96,2024-01-10,Low
C000543,35,Male,Texas,2023-06-18,Regular,5,4000.49,800.1,2024-10-06,Low
C000544,51,Male,Illinois,2023-07-29,Regular,3,594.85,198.28,2024-02-03,High
C000545,26,Female,Pennsylvania,2024-07-08,Regular,2,754.29,377.15,2025-02-17,Medium
C000546,19,Female,Florida,2024-10-22,Premium,1,86.23,86.23,2024-10-23,Low
C000547,51,Female,Ohio,2023-08-26,Occasional,9,1360.7,151.19,2025-07-20,Medium
C000548,59,Female,Georgia,2024-11-02,Occasional,1,217.16,217.16,2025-04-14,High
C000549,51,Female,Georgia,2024-12-14,Regular,2,517.23,258.62,2025-07-25,High
C000550,68,Female,Texas,2023-05-16,Regular,3,419.44,139.81,2024-04-18,Low
C000551,41,Female,New York,2024-05-10,Premium,2,334.32,167.16,2024-12-30,Medium
C000552,47,Male,Michigan,2023-10-19,Premium,0,0.0,0.0,,High
C000553,36,Male,Texas,2024-07-02,Occasional,5,378.57,75.71,2025-04-05,High
C000554,68,Male,Texas,2024-11-13,Premium,1,332.21,332.21,2025-02-24,Low
C000555,38,Male,Georgia,2023-02-12,Regular,3,1149.49,383.16,2023-07-14,Medium
C000556,31,Male,Pennsylvania,2023-07-08,Regular,4,1357.91,339.48,2024-07-04,Low
C000557,46,Male,North Carolina,2024-01-17,Regular,4,1155.99,289.0,2025-07-08,Low
C000558,43,Female,Texas,2023-01-26,Regular,5,2837.23,567.45,2023-11-26,Medium
C000559,18,Female,Illinois,2023-06-09,Regular,6,1097.37,182.9,2023-08-10,Medium
C000560,60,Male,Michigan,2024-08-10,Occasional,2,541.25,270.62,2024-11-22,Medium
C000561,62,Male,Georgia,2023-12-13,Premium,4,871.59,217.9,2023-12-26,Low
C000562,53,Male,Illinois,2024-11-25,Premium,1,120.5,120.5,2024-12-12,Medium
C000563,32,Female,Pennsylvania,2024-09-24,Premium,0,0.0,0.0,,Medium
C000564,56,Male,Michigan,2023-02-26,Occasional,4,708.39,177.1,2025-07-27,Low
C000565,30,Male,California,2023-10-12,Occasional,0,0.0,0.0,,Medium
C000566,60,Male,North Carolina,2024-11-24,Regular,3,726.49,242.16,2025-04-18,Low
C000567,38,Male,Pennsylvania,2024-05-17,Regular,2,313.64,156.82,2024-08-19,Low
C000568,41,Female,Pennsylvania,2024-03-13,Premium,1,125.68,125.68,2024-03-26,Medium
C000569,40,Female,Georgia,2023-12-20,Occasional,3,274.14,91.38,2024-08-02,Low
C000570,64,Female,Ohio,2023-08-09,Regular,6,516.18,86.03,2023-10-26,Medium
C000571,69,Female,Ohio,2023-06-17,Premium,6,1012.41,168.73,2024-02-27,High
C000572,23,Male,Florida,2024-09-04,Regular,1,43.9,43.9,2024-10-01,Medium
C000573,39,Male,Michigan,2024-06-21,Regular,2,420.58,210.29,2024-12-13,Low
C000574,44,Female,Ohio,2023-01-07,Premium,5,1117.75,223.55,2025-07-01,High
C000575,63,Male,Florida,2024-04-18,Premium,0,0.0,0.0,,Medium
C000576,53,Female,New York,2023-10-24,Regular,7,1844.3,263.47,2024-02-15,High
C000577,49,Female,Florida,2023-11-08,Premium,5,255.37,51.07,2024-02-07,Low
C000578,34,Female,Georgia,2023-06-07,Premium,6,1749.16,291.53,2024-04-13,High
C000579,36,Female,Texas,2024-11-12,Regular,2,346.01,173.0,2025-02-17,High
C000580,33,Male,California,2024-10-22,Regular,2,449.73,224.87,2024-12-25,Medium
C000581,56,Female,Michigan,2023-03-10,Regular,7,2325.19,332.17,2024-12-19,High
C000582,34,Female,California,2024-03-22,Regular,3,1053.09,351.03,2024-06-30,High
C000583,19,Female,Texas,2024-08-12,Occasional,2,589.66,294.83,2024-11-16,Low
C000584,38,Female,Texas,2023-05-30,Regular,3,297.3,99.1,2023-12-27,Low
C000585,35,Female,Ohio,2023-02-24,Occasional,4,787.77,196.94,2023-04-06,Medium
C000586,36,Female,North Carolina,2023-02-19,Occasional,10,1475.31,147.53,2025-06-27,Low
C000587,30,Male,California,2024-06-10,Occasional,4,1130.01,282.5,2025-06-14,Low
C000588,38,Female,Illinois,2024-07-10,Regular,3,1228.14,409.38,2024-09-19,High
C000589,62,Female,California,2024-12-15,Occasional,2,71.98,35.99,2025-03-10,High
C000590,70,Male,New York,2023-12-27,Premium,7,733.76,104.82,2024-07-08,High
C000591,41,Female,Ohio,2023-10-16,Regular,4,859.11,214.78,2024-07-01,Low
C000592,31,Male,North Carolina,2023-04-15,Premium,4,1493.18,373.29,2024-04-25,Low
C000593,57,Male,Ohio,2024-07-26,Regular,4,917.11,229.28,2024-09-27,Low
C000594,70,Male,New York,2023-04-30,Regular,3,1190.61,396.87,2024-10-27,Medium
C000595,62,Female,Texas,2023-11-16,Regular,4,373.51,93.38,2024-10-06,High
C000596,66,Female,Texas,2024-06-19,Occasional,2,717.22,358.61,2024-11-04,Medium
C000597,65,Male,Florida,2023-01-30,Premium,4,3466.63,866.66,2024-07-13,High
C000598,62,Male,Illinois,2023-05-26,Premium,2,878.09,439.05,2025-04-22,Low
C000599,23,Female,California,2023-05-14,Premium,6,1309.57,218.26,2025-06-29,Low
C000600,66,Female,New York,2024-05-10,Premium,4,620.21,155.05,2024-10-03,Low
C000601,68,Male,Georgia,2023-02-03,Premium,7,1427.25,203.89,2024-12-09,Medium
C000602,22,Female,New York,2023-02-14,Premium,4,499.02,124.75,2025-08-11,Low
C000603,31,Male,Texas,2024-09-08,Occasional,2,147.53,73.76,2025-05-06,Medium
C000604,23,Male,Illinois,2023-01-30,Occasional,7,1087.58,155.37,2024-03-06,Medium
C000605,28,Male,North Carolina,2023-12-27,Occasional,4,503.88,125.97,2024-01-25,Low
C000606,70,Male,North Carolina,2023-04-12,Premium,6,840.15,140.02,2025-08-06,High
C000607,36,Male,North Carolina,2023-07-16,Premium,3,692.36,230.79,2024-07-23,High
C000608,31,Female,Pennsylvania,2023-04-12,Occasional,1,274.81,274.81,2024-08-07,High
C000609,46,Male,Texas,2023-07-09,Regular,1,119.28,119.28,2024-08-23,Medium
C000610,31,Male,Ohio,2024-03-10,Premium,3,881.72,293.91,2024-03-26,Medium
C000611,47,Male,North Carolina,2023-05-07,Premium,6,1410.71,235.12,2023-08-18,Medium
C000612,63,Female,North Carolina,2024-01-05,Occasional,3,462.86,154.29,2024-10-13,Low
C000613,38,Female,California,2023-03-26,Regular,1,45.88,45.88,2024-08-05,Medium
C000614,56,Female,Georgia,2024-04-12,Premium,2,205.05,102.53,2024-06-30,High
C000615,36,Female,Florida,2024-02-22,Premium,2,299.66,149.83,2025-01-13,Medium
C000616,41,Male,New York,2024-11-26,Occasional,3,1390.28,463.43,2025-02-16,Medium
